data,label
Neslihan_Atagül,0
Abdullah_Aydoğdu,0
Ayça_Ayşin_Turan,0
Kadir_Koçdemir,0
Beyazıt_Öztürk,0
Uğur_Dündar,0
Dilara_Lokmanhekim,0
Arzu_Ceylan,0
Güldeniz_Önal,0
Erdal_İnönü,0
Furkan_Asena_Aydın,0
Levent_Gürel,0
Abdullah_Eksioglu,0
Nazmiye_Demirel,0
Tansu_Çiller,0
Aydın_Ayas,0
Erden_Kıral,0
Sevan_Nişanyan,0
Dilara_Uralp,0
Dilara_Burali,0
Garabet_Yazmaciyan,0
Sofu_Mehmed_Pasha,0
Yıldırım_Aktuna,0
Onur_Tuna,0
Cenk_Uygur,0
Selda_Bağcan,0
Ertuğrul_Arslan,0
Tevfik_Rüştü_Aras,0
Jak_Ali_Harvey,0
Hakan_Koç,0
Nikos_Kapetanidis,0
Yağmur_Sarıgül,0
Ayhan_Karakuş,0
Dirayet_Taşdemir,0
Hasan_bey_Aghayev,0
Hafsa_Hatun,0
Asım_Orhan_Barut,0
Behrouz_Javid-Tehrani,0
Nafia_Kuş,0
Serdar_Ortaç,0
Refik_Koraltan,0
Rexhep_Mitrovica,0
Ahmet_Peker,0
Neslihan_Kavas,0
Garbis_İstanbulluoğlu,0
Ateş_Çınar,0
Murder_of_Sevag_Balıkçı,0
Rauf_Orbay,0
Merve_Aydın,0
John_the_Russian,0
Yaşar_Kemal,0
Turgut_Atakol,0
Melis_Birkan,0
Sami_Frashëri,0
Sakıp_Sabancı,0
Tuncay_Mataracı,0
Tim_Seyfi,0
Serdar_Topraktepe,0
İbrahim_Bölükbaşı,0
Betül_Cemre_Yıldız,0
Necdet_Calp,0
Celalettin_Muhtar_Ozden,0
Didem_Erol,0
Ekrem_Boyalı,0
Öznur_Kızıl,0
Mehmet_Hulusi_Conk,0
Cemal_Yıldız,0
Mustafa_Çakır,0
Demet_Evgar,0
Süreyyya_Evren,0
Samet_Bülbül,0
Mehmed_Uzun,0
Murat_Özçelik,0
Diyap_Yıldırım,0
Onur_İçli,0
Aziz_Sancar,0
İsmet_Sezgin,0
Cevat_Çobanlı,0
İsmet_Yılmaz,0
Mehmet_Gümüşburun,0
İskender_Alın,0
İbrahim_Çallı,0
Haldun_Dormen,0
Doğukan_Sönmez,0
Alican_Çağatay,0
Ercan_Özçelik,0
Remzi_Başakbuğday,0
Sertab_Erener,0
Buse_Tosun,0
Aydın_Menderes,0
Bora_Körk,0
Nihat_Berker,0
Filiz_Kadoğan,0
Sabahattin_Ali,0
Serpil_Yassıkaya,0
Arif_Şahin,0
Berkay_Can_Değirmencioğlu,0
Mert_Günok,0
Mustafa_İnan,0
Mertol_Demirelli,0
Fatih_Takmaklı,0
Nilüfer_Demir,0
Nejat_Eczacıbaşı,0
Turgut_Demirağ,0
Cem_Özüduru,0
Zeki_Ökten,0
Tan_Sağtürk,0
Atilla_Kuzu,0
Selim_Sarper,0
Bülent_Oran,0
Nurdan_Karagöz,0
Ali_Kibar,0
Melek_Cavlak,0
Aysel_Taş,0
Murat_Karayalçın,0
Ergül_Avcı,0
Fethi_Heper,0
Aşir_Atlı,0
Hikmet_Temel_Akarsu,0
Ayşegül_Çoban,0
Mücahit_Arslan,0
Pelin_Batu,0
İbrahim_Kaypakkaya,0
Mustafa_Kemal_Kurdaş,0
Tuncay_Karakaya,0
Serap_Yazıcı,0
Pelin_Karahan,0
Yusuf_Uçar,0
Ferhat_Pehlivan,0
Tekin_Dereli,0
Müjdat_Karanfilci,0
Oktay_Rıfat_Horozcu,0
Kerim_Tekin,0
Ayşegül_Behlivan,0
Latife_Uşşaki,0
Dogu_Abaris,0
Bedri_Rahmi_Eyüboğlu,0
Mualla_Eyüboğlu,0
Osman_Arpacıoğlu,0
Eşref_Hamamcıoğlu,0
Mustafa_Ertan,0
Gökhan_Kaba,0
Soner_Sucu,0
Buğra_Gülsoy,0
Bekir_Sıtkı_Bircan,0
Kemal_Başar,0
Şükrü_Altın,0
Barış_Manço,0
Çiğdem_Dede,0
Feridun_Bilgin,0
Ahmet_Altan,0
Sümeyra_Kaya,0
Zafer_Algöz,0
Demet_Akbağ,0
Enes_Kaya,0
Muhammed_Türkmen,0
Mehmet_Topal,0
Barbara_Kistler,0
Hasan_Eren,0
Sibel_Şimşek,0
Mehmet_Mehdi_Eker,0
Gülsüm_Tatar,0
Aras_Bulut_İynemli,0
Orhan_Pamuk,0
İstemihan_Taviloğlu,0
Shabtai_Levy,0
Derya_Bard_Sarıaltın,0
Emin_Bülent_Serdaroğlu,0
Vedat_Dalokay,0
Uwe_Beyer,0
Burcu_Yüksel,0
Adnan_Maral,0
Reyhan_Acar,0
Barış_Arduç,0
Selin_Demiratar,0
Bahri_Tanrıkulu,0
Mehmet_Akif_Alakurt,0
Tuğçe_Şahutoğlu,0
Levent_Sahinkaya,0
Reşit_Süreyya_Gürsey,0
Mammad_Amin_Rasulzadeh,0
Yusuf_Halaçoğlu,0
Perran_Kutman,0
Hayrullah_Fişek,0
Selçuk_Eker,0
Abdullah_Öztürk,0
Özhan_Canaydın,0
Selim_Sırrı_Tarcan,0
Mahir_Çayan,0
Adnan_Adıvar,0
Tuba_Büyüküstün,0
Serra_Yılmaz,0
Mehmet_Altınsoy,0
Yusuf_Başer,0
Emrah_Yucel,0
Fuat_Saka,0
Musa_Sinan_Yılmazer,0
Nuri_Otay,0
Rabia_Bala_Hatun,0
Hilmi_Özkök,0
Müşfik_Kenter,0
Fikret_Kızılok,0
Hıfzı_Topuz,0
Çolpan_İlhan,0
Güngör_Turan,0
Seda_Uslu_Eryüz,0
Özdemiroğlu_Osman_Pasha,0
Tayfun_Belet,0
Dilek_Öcalan,0
Nevin_Halıcı,0
Mehmet_Cesur,0
Emrah_Kuş,0
Gökhan_Avcıoğlu,0
Esin_Afşar,0
Ömer_Lütfi_Argeşo,0
Erdinç_Tekir,0
Zaven_Biberyan,0
Kemal_Derviş,0
Ünal_Aysal,0
Salih_Uçan,0
Ali_Rıza_Babaoğlan,0
Tuba_Çandar,0
Talat_Avni_Özüdoğru,0
Turgut_Özatay,0
Yıldız_Aras,0
Emrecan_Afacanoğlu,0
Dimitar_Ganchev,0
Nejat_İşler,0
Cevdet_Sunay,0
Ahmet_Emin_Yalman,0
Şebnem_Sönmez,0
Gürkan_Çetinkaya,0
Ümit_Bozkurt,0
Cem_Karaca,0
Sina_Afra,0
Hikmet_Çetin,0
Rıza_Kayaalp,0
Ahmet_Vardar,0
Osman_Zeki_Üngör,0
Hüseyin_Özkan,0
Barış_Eyriboz,0
Nazan_Akın,0
Ferhan_Şensoy,0
Aydın_Toscalı,0
Uğur_Yücel,0
Ali_Ölmez,0
Osman_F._Seden,0
Mahir_Çağrı,0
Nejla_Ateş,0
Meral_Çetinkaya,0
Turan_Dursun,0
Naghi_Sheykhzamanli,0
Orhun_Ene,0
Tuncel_Kurtiz,0
A._Baha_Balantekin,0
İsa_Kaykun,0
Yavuz_İlnam,0
Duygu_Çete,0
Erkan_Petekkaya,0
Kemal_Kıvanç_Elgaz,0
Hamdi_Akın,0
Onno_Tunç,0
Neslihan_Şenocak,0
Mustafa_Akyol,0
Necdet_Kent,0
Nihat_Erim,0
Deniz_Şen,0
Yildiz_Akdogan,0
Emine_Erdoğan,0
Yves_Béhar,0
Fethi_Okyar,0
Mehmet_Bozdağ,0
Yılmaz_Atadeniz,0
Tarhan_Erdem,0
Roy_Gokay_Wol,0
Srđan_Aksentijević,0
Necmi_Onarıcı,0
Fedail_Güler,0
Yasemin_Begüm_Dalgalar,0
Yunus_Altun,0
Osman_Sınav,0
Burhânettin_Deran,0
Mesut_Cemil,0
Sibel_Özkan,0
Hayri_Pinarci,0
Rahman_Bilici,0
Atilla_Karaosmanoğlu,0
Nefise_Karatay,0
Turgut_Özal,0
Marsel_İlhan,0
Münir_Nurettin_Selçuk,0
Akif_Çağatay_Kılıç,0
Hüseyin_Hilmi_Işık,0
Emrullah_İşler,0
Mustafa_Kayabaşı,0
Nazan_Eckes,0
Abdulali_bey_Amirjanov,0
Salih_Hulusi_Pasha,0
Zeki_Kuneralp,0
Neşerek_Kadınefendi,0
Nurhayat_Hiçyakmazer,0
Perestu_Kadın,0
Halil_Mutlu,0
Vefa_Salman,0
Sabit_Uka,0
Mar_Awgin,0
Ali_İsmet_Öztürk,0
Didem_(belly_dancer),0
Scott_Kleeb,0
Subhi_Barakat,0
Furkan_Tarhan,0
Esin_Varan,0
Osman_Selim_Gulenç,0
Habib_Esfahani,0
Nursel_Aydoğan,0
Kemal_Tokak,0
Bidar_Kadın,0
Nazan_Bekiroğlu,0
Dürdane_Altunel,0
Güray_Vural,0
Erol_Büyükburç,0
Mehdi_Halıcı,0
Celal_İbrahim,0
Telat_Üzüm,0
Evren_Büker,0
İbrahim_Bilgen,0
Murat_Köprülü,0
İdris_Bal,0
Dogan_Abukay,0
Mehmet_Görmez,0
Cengaver_Katrancı,0
Ezgi_Asaroğlu,0
Kadir_Özcan,0
Jülide_Gülizar,0
Rüştü_Sakarya,0
Jordan_Tabor,0
Sabiha_Gökçen,0
Ali_İhsan_Varol,0
Serkan_Günes,0
Burak_Arıkan,0
Acun_Ilıcalı,0
Aykut_Oray,0
İdris_Güllüce,0
Şakir_Eczacıbaşı,0
Şehrazat,0
Kıvılcım_Kaya,0
Yaser_Hacımustafaoğlu,0
Walter_Sydney_Adams,0
Nevdür_Hanımefendi,0
Ali_Sami_Yen,0
Sümer_Tilmaç,0
Arzu_Tan,0
Melih_Gökçek,0
Orhan_Atik,0
Ahmet_Kenan_Tanrıkulu,0
İhsan_Doğramacı,0
Mehmet_Akyüz,0
Erol_Sander,0
Caner_Ağca,0
Feriha_Tevfik,0
Hüseyin_Atıcı,0
Gülnur_Yerlisu,0
Yakup_Şener,0
Emre_Korkmaz,0
Erdoğan_Toprak,0
Semra_Ülkü,0
Burcu_Dağ,0
Hicri_Fişek,0
Cahit_Arf,0
Bülent_Bal,0
Abulfaz_Elchibey,0
Mustafa_Sandal,0
Ercan_Durmaz,0
Kubra_Kus,0
Emel_Dereli,0
İsmail_Konuk,0
Sibel_Güler,0
Erdal_Sunar,0
Eric_Forbes_Adam,0
John_Gidding,0
Gökhan_Alsan,0
Suzan_Kahramaner,0
Zeynep_Korkmaz,0
Bekir_Bozdağ,0
Özlem_Kaya,0
Mehmet_Cansun,0
Ebru_Şallı,0
Nezir_Sağır,0
Fatih_Avan,0
A._Sumru_Özsoy,0
Sabahattin_Çakmakoğlu,0
Mar_Mattai,0
Nesrin_Javadzadeh,0
Farah_Zeynep_Abdullah,0
Aylin_Daşdelen,0
İsmail_Hakkı_Duru,0
Mehmet_Boztepe,0
Nedim_Yücel,0
Nurhan_Atasoy,0
Latife_Tekin,0
Korhan_Taviloğlu,0
Karya_Kose,0
Melih_Cevdet_Anday,0
Tuna_Aktürk,0
Cemre_Erol,0
Hodo_Sokoli,0
Zaro_Aga,0
Husni_al-Barazi,0
Kamer_Sadik,0
Aydın_Doğan,0
Rodin_Alper_Bingöl,0
Hamdi_Apaydın,0
Uğur_Dağdelen,0
Tanju_Okan,0
Mete_Adanır,0
Semiha_Mutlu,0
Zeynep_Murat,0
Bülent_Tüfenkci,0
Bahadir_Kaleagasi,0
Ahmet_Necdet_Sezer,0
Fusun_Eczacıbaşı,0
Serdar_Deliktaş,0
Murat_Öztürk_(aviator),0
İlham_Tanui_Özbilen,0
Adnan_Oktar,0
Enes_Erkan,0
Abbas_Wasim_Efendi,0
Beril_Dedeoğlu,0
Burak_Aksak,0
Numan_Kurtulmuş,0
F._Tulga_Ocak,0
Mohammad_Bassam_Imadi,0
Ali_Güzeldal,0
Kübra_Öçsoy_Korkut,0
Fatih_Altaylı,0
Ali_Kuçik,0
Burçin_Terzioğlu,0
Ahmet_Hamdi_Tanpınar,0
Bahar_Doğan,0
Cesim_Gökçe,0
Nagehan_Malkoç,0
Adnan_Yılmaz,0
Tayfun_Bademsoy,0
Yakub_Kadri_Karaosmanoğlu,0
Zafer_Önen,0
Ege_Maltepe,0
İdris_Baluken,0
Okan_Ersoy,0
Ali_Hadi_Bara,0
Tennur_Yerlisu,0
Gamze_Bulut,0
Müzeyyen_Senar,0
Nilay_Esen_Ersun,0
Serkan_Silan,0
Muzaffer_Tema,0
Semra_Özal,0
Nezih_Ali_Boloğlu,0
Ahmet_Fikri_Tüzer,0
Doğan_Güreş,0
Hikmet_Bilâ,0
Gazanfer_Özcan,0
Cemil_Bahadır_Özbakış,0
Selçuk_Altun,0
Nene_Hatun,0
Mehmet_Ali_Ağca,0
Murat_Ali_Dulupçu,0
Ali_Rıza_Pasha,0
Yücel_Gündoğdu,0
Sultan_Haydar,0
Aslı_Çakır_Alptekin,0
Ahmet_Emin_Atasoy,0
Fuat_Çapa,0
Sıtkı_Akçatepe,0
Bülent_Esel,0
Kaan_İnce,0
Elvin_Eksioglu,0
Nadir_Sönmez,0
Sercan_Temizyürek,0
Celal_Atik,0
Selahattin_Ülkümen,0
Bekir_Sıtkı_Sezgin,0
Vuslat_Doğan_Sabancı,0
Cemşir_Muratoğlu,0
Mesut_Yılmaz,0
Tuba_Yenen,0
Atilla_Yayla,0
Muazzez_İlmiye_Çığ,0
Naim_Süleymanoğlu,0
Xhemal_Aranitasi,0
Melih_Mahmutoğlu,0
Feridun_Sinirlioğlu,0
Faruk_Özlü,0
Serkan_Yağcı,0
Eda_Erdem_Dündar,0
Ergün_Batmaz,0
Sinem_Kobal,0
Yahya_Kemal_Beyatlı,0
Salih_Kuru,0
Eşref_Apak,0
Yasin_Sancak,0
Kaya_Tarakcı,0
Çağatay_Ulusoy,0
Ocak_Işık_Yurtçu,0
Ali_Öztürk_(para_table_tennis),0
Sariye_Kumral,0
Şerafettin_Turpcu,0
Oytun_Ersan,0
Mümtaz_Soysal,0
Refik_Saydam,0
Zeki_Demir,0
Faik_Öztrak,0
Ozan_Özkan,0
Ümmü_Kiraz,0
Adem_Kılıçcı,0
Emre_Taner,0
Mustafa_Tuncer,0
İsmet_İnönü,0
İzzet_İnce,0
Emir_(singer),0
Aykut_Barka,0
Onur_Cavit_Biriz,0
Orhan_Karaveli,0
Emine_Semiye_Önasya,0
Pelin_Ozdemir,0
Balçiçek_İlter,0
Mehmet_Yıldız,0
Halit_Akçatepe,0
Cüneyt_Arkın,0
Serenay_Sarıkaya,0
Koray_Çölgeçen,0
Sadi_Irmak,0
Bülent_Giz,0
Gökhan_Değirmenci,0
Lütfi_Elvan,0
Mahmud_Tarzi,0
Naci_Kınacıoğlu,0
Hasan_Güngör,0
Ebru_Gündeş,0
Çağdaş_Atan,0
Sancak_Kaplan,0
Sadri_Alışık,0
Hamide_Ayşe_Sultan,0
Burcu_Sallakoğlu,0
Şükrü_Sina_Gürel,0
Haluk_Yıldırım,0
Şefik_Avni_Özüdoğru,0
Esma_Aydemir,0
Mehmet_Nadir_Ünal,0
İbrahim_Peçevi,0
Zabel_Sibil_Asadour,0
Fikri_Elma,0
Ayşe_Işıl_Karakaş,0
Halil_Berktay,0
Mehmet_Günsür,0
Aşkın_Nur_Yengi,0
Reşit_Galip,0
Alper_Solak,0
Pesend_Hanım,0
Okay_Arpa,0
Erol_Bilgin,0
Tahir_Bilgiç,0
Erkam_Reşmen,0
Kamran_Usluer,0
Eray_Birniçan,0
Ahmet_Ağaoğlu,0
Muammer_Aksoy,0
Dudu_Karakaya,0
Fatma_Neslişah,0
Nilbar_Güreş,0
Emin_Çölaşan,0
Ömer_Sabancı,0
Cemil_Conk,0
Aytaç_Arman,0
Ahmet_Kaya,0
Expeditus,0
Habip_Soluk,0
Cevdet_Kılıçlar,0
Ebru_Topçu,0
Genco_Erkal,0
Kerem_Yılmazer,0
Hafsa_Şeyda_Burucu,0
Kazım_Ayvaz,0
Uğur_Uluocak,0
Alp_Yalman,0
Arslan_Šutalo,0
Atilla_Sezer,0
Dursun_Özbek,0
İlyas_Demir,0
Batuhan_Gözgeç,0
Hind_Rostom,0
Cemil_Gürgen_Erlertürk,0
Meral_Okay,0
Akasya_Asıltürkmen,0
Masatoshi_Gündüz_Ikeda,0
Fatma_Şahin,0
Ali_Uras,0
Feridun_Karakaya,0
Yakup_Gör,0
Suat_Hayri_Ürgüplü,0
Henk_van_Brussel,0
Alparslan_Türkeş,0
Coşkun_Aral,0
Cengiz_Bektaş,0
Sencer_Sarı,0
Ayşenur_İslam,0
Suat_Kılıç,0
Abdurrahim_Karslı,0
Köksal_Toptan,0
Necati_Cumalı,0
Emre_Zafer_Barnes,0
Haluk_Bilginer,0
Abu_Yusuf_Al-Turki,0
Leman_Çıdamlı,0
Hilmi_Sözer,0
Nikola_Aslanov,0
Göksel_(singer),0
Zafer_İlken,0
Ali_Can_Yılmaz,0
Tuğba_Koyuncu,0
Nouriel_Roubini,0
Barış_Akarsu,0
Rüştü_Nuran,0
Ferzan_Özpetek,0
Ahmet_Kayhan_Dede,0
Deniz_Gezmiş,0
Yonca_Sevval_Erdem,0
Behiç_Erkin,0
Alaattin_Çakıcı,0
Karin_Melis_Mey,0
Aristotle_Onassis,0
Roger_Delgado,0
Burak_Özçivit,0
Meliz_Redif,0
Cem_Kargın,0
Sadık_Eliyeşil,0
Duygun_Yarsuvat,0
Bülent_Eken,0
Gazi_Hüsrev_Pasha,0
Süreyya_Aylin_Antmen,0
Faruk_Çelik,0
Tarkan_(singer),0
Hulusi_Behçet,0
Zehra_Öktem,0
Sait_Maden,0
Ali_Yıldırım_Koç,0
Sevgi_Soysal,0
Gülderen_Çelik,0
Uğur_Ersoy,0
Selâhattin_Âdil,0
Ahmet_Mete_Işıkara,0
Abdülkadir_Köroğlu,0
Celâl_Şengör,0
Soner_Demirtaş,0
Erol_Evgin,0
Tawakkol_Karman,0
Derya_Arbaş,0
Bülent_Korkmaz_(archer),0
Sönmez_Köksal,0
Kerem_Gürgen,0
Artun_Akçakın,0
Mete_Binay,0
Selçuk_Uluergüven,0
Mehmet_Ergin,0
Gülbahar_Hatun,0
Berkant,0
Aliye_Berger,0
Alemitu_Bekele_Degfa,0
Filiz_Akın,0
Ali_Eren_Demirezen,0
Metin_Toker,0
Abdullah_Baybaşin,0
Ali_Kılıç,0
Şemsettin_Günaltay,0
Artin_Penik,0
Nimet_Baş,0
Levent_Kartop,0
Rahmanberdi_Alyhanow,0
Bahram_Muzaffer,0
Galip_Balkar,0
Gizem_Girişmen,0
Serdar_Özbayraktar,0
Adalet_Ağaoğlu,0
Ferdi_Statzer,0
Rıza_Nur,0
Ahmet_Düverioğlu,0
Ayça_Varlıer,0
Yavuz_Karamollaoğlu,0
Aydın_Kurtoğlu,0
Fikret_Otyam,0
Ahmad_Ammar_Ahmad_Azam,0
Alper_Kaya,0
Şefik_Aker,0
Selma_Yağcı,0
Falih_Rıfkı_Atay,0
Muhterem_Nur,0
Mert_Girmalegesse,0
Husein_Mehmedov,0
Dursun_Sevinç,0
Ahmed_Cemal_Eringen,0
Hakan_Hacıbektaşoğlu,0
Pınar_Saka,0
Bekir_Karayel,0
Oktay_Vural,0
Begüm_Kütük,0
Taner_Akçam,0
Cahit_Sıtkı_Tarancı,0
Tanju_Gürsu,0
Sadun_Boro,0
Nihal_Atsız,0
Aysun_Kayacı,0
Taner_Yıldız,0
Deniz_Seki,0
Evelyn_Baghtcheban,0
Nevin_Çokay,0
Orhan_Kemal,0
Orhan_Veli_Kanık,0
Eray_Atalı,0
Şaziye_Okur,0
Cengiz_Çandar,0
Hülya_Koçyiğit,0
Hacı_Sabancı,0
Nicholas_Roderick_O'Conor,0
Tuncay_Özkan,0
İsmet_Hürmüzlü,0
Beren_Saat,0
Ferit_Şahenk,0
Nur_Tatar,0
Nimet_Karakuş,0
Recep_Çelik,0
Fehmi_Demir,0
Şule_Şahbaz,0
Barış_Karadeniz,0
Ece_Yaşar,0
Fatih_Doğan,0
Emine_Bilgin,0
Ümit_Kaftancıoğlu,0
Hüseyin_Avni_Zaimler,0
Zeki_Müren,0
Berk_Tuna,0
Fikri_Alican,0
Zeki_Rıza_Sporel,0
Hubert_Garrett,0
Hâlit_Ziyâ_Konuralp,0
Özlem_Becerikli,0
Şemsi_Yaralı,0
Nansen_G._Saleri,0
Bedri_Baykam,0
Semih_Kaplanoğlu,0
Erhan_Deniz,0
Remzi_Sedat_İncesu,0
Edward_Bayda,0
Sait_Faik_Abasıyanık,0
Ali_Turan,0
Mustafa_Necati,0
Nazim_Terzioglu,0
Dilan_Çiçek_Deniz,0
Elif_Yıldırım,0
Koray_Aydın,0
Emrah_(singer),0
Paulinus_of_Trier,0
Fahriye_Evcen,0
Kemal_Sunal,0
Aykut_Kayacık,0
Güzin_Dino,0
Hamdi_Ulukaya,0
Selahattin_Çobanoğlu,0
Ahmet_Ümit,0
Ümran_Ertiş,0
Ömer_Kemaloğlu,0
Mihajlo_Korolija,0
Bülent_Arınç,0
Hüseyin_Kala,0
Çetin_Altan,0
Rukiye_Sabiha_Sultan,0
Bedriye_Hoşgör,0
Torkom_Saraydarian,0
Yağız_Kaba,0
Roman_Lyashenko,0
Nazmiye_Muslu_Muratlı,0
Adnan_Polat,0
Ali_Haydar_Hakverdi,0
Fatma_Eser_Ozaydin,0
Ecem_Taşın,0
Sercan_Kaya,0
Naser_Beadini,0
Ercan_Yazgan,0
Ömer_İzgi,0
Salih_Neftçi,0
Nusret_Fişek,0
Asli_Duman,0
Emre_Batur,0
Cem_Uluğnuyan,0
Rahşan_Ecevit,0
Özge_Kavurmacıoğlu,0
Efkan_Ala,0
Süleyman_Soylu,0
Tarık_Langat_Akdağ,0
Vahide_Perçin,0
Mustafa_Kemal_Atatürk,0
Alican_Kaynar,0
Rahmi_Koç,0
Hazal_Kaya,0
Halil_Zıraman,0
Abdullah_Öcalan,0
Bedrifelek_Kadın,0
Ahmet_Refik_Altınay,0
Emin_Halid_Onat,0
Yaprak_Özdemiroğlu,0
Merthan_Açıl,0
Mehmet_Taş,0
Sevim_Tekeli,0
Ahmed_Izzet_Pasha,0
Takis_Christoforidis,0
Funda_Bilgi,0
Özker_Yaşın,0
Nurgül_Yeşilçay,0
Ömer_Seyfettin,0
Adnan_Şenses,0
Bülent_Eczacıbaşı,0
Ahmet_Tevfik_Pasha,0
Serena_Shim,0
Rıdvan_Baygut,0
Hafize_Şahin,0
Aykut_Kaya,0
Müşfika_Kadın,0
Harun_Erdenay,0
Hüseyin_Yoğurtçu,0
Metin_Şahin,0
Recep_Tayyip_Erdoğan,0
Bülent_Ecevit,0
Mübariz_Mansimov,0
Deniz_Ugur,0
Ersin_Tacir,0
Hüseyin_Alp,0
Yıldo,0
Emel_Türkyılmaz,0
Mahinur_Ergun,0
Ayşe_Nur_Bahçekapılı,0
Kenan_İpek,0
Bahadır_Baruter,0
Behçet_Kemal_Çağlar,0
Dolunay_Soysert,0
Elyesa_Bazna,0
Leyla_Erbil,0
Gizem_Saka,0
Rina_Onur,0
Hülya_Şahin,0
Marika_Nezer,0
Bolâhenk_Nuri_Bey,0
Duygu_Aynacı,0
Ravza_Kavakçı_Kan,0
Melih_Kibar,0
Ülkü_Adatepe,0
Hrant_Dink,0
Ozan_Güven,0
Kadri_Kordel,0
Ramazan_Şahin,0
Serdar_Gökhan,0
Meryem_Erdoğan,0
Barış_Falay,0
Emina_Ilhamy,0
Hüseyin_Hilmi,0
Kürşat_Duymuş,0
Zihni_Derin,0
Oktay_Sinanoğlu,0
Murat_Belge,0
Civar_Çetin,0
Kıvanç_Tatlıtuğ,0
Orhan_Aytür,0
Afet_İnan,0
Orhan_Ovacıklı,0
Ekrem_Dumanlı,0
Engin_Çeber,0
Reşide_Bayar,0
Berkin_Elvan,0
Koray_Karagözoğlu,0
Aydın_Sayılı,0
Vecihi_Hürkuş,0
Mehmet_Terzi,0
Necmettin_Erbakan,0
Can_Emre_Yücel,0
Mehmet_Perinçek,0
Nihat_Bekdik,0
Kerem_Özyeğen,0
Hüseyin_Mutlu_Akpınar,0
Behice_Hanım,0
Arman_Manukyan,0
Çiğdem_Özyaman,0
Emrah_Kiraz,0
İhsan_Yüce,0
Gülşen_Degener,0
Salih_Uzun,0
Kamber_Arslan,0
Çağlar_Söyüncü,0
Yusuf_Kurçenli,0
İzzet_Kaya,0
Erdal_Karamercan,0
Yasar_Turgut_Bilgin,0
Can_Dündar,0
Nurullah_Sağlam,0
Nihat_Zeybekci,0
Hamide_Bıkçın_Tosun,0
Nuray_Mert,0
Figen_Yüksekdağ,0
Rumeysa_Aredba,0
Halide_Edib_Adıvar,0
Bediha_Tunadağı,0
Rukiye_Yıldırım,0
Süreyya_Ciliv,0
Ali_Tanrıyar,0
